match_id,match_date,kick_off,home_score,away_score,attendance,behind_closed_doors,neutral_ground,collection_status,play_status,match_status,match_status_360,last_updated,last_updated_360,match_week,competition.competition_id,competition.country_name,competition.competition_name,season.season_id,season.season_name,home_team.home_team_id,home_team.home_team_name,home_team.home_team_gender,home_team.home_team_youth,home_team.home_team_group,home_team.managers,home_team.country.id,home_team.country.name,away_team.away_team_id,away_team.away_team_name,away_team.away_team_gender,away_team.away_team_youth,away_team.away_team_group,away_team.managers,away_team.country.id,away_team.country.name,metadata.data_version,metadata.shot_fidelity_version,metadata.xy_fidelity_version,competition_stage.id,competition_stage.name,stadium.id,stadium.name,stadium.country.id,stadium.country.name,referee.id,referee.name,referee.country.id,referee.country.name,is_home,america_goals,opponent_goals,result
3939883,2024-09-18,01:00:00.000,3,0,NA,FALSE,FALSE,Complete,Normal,available,available,2024-09-18T10:48:42.968365,2024-09-18T10:48:42.968365,8,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1296,Atlas,male,FALSE,NA,,147,Mexico,1.1.0,2,2,42,Apertura,1001010,Estadio Ciudad de los Deportes,147,Mexico,1106,Adonai Escobedo González,147,Mexico,TRUE,3,0,Win
3994839,2025-05-19,01:15:00.000,2,1,NA,FALSE,FALSE,Complete,Normal,available,available,2025-05-27T03:56:22.232660,2025-05-27T03:56:22.232660,22,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1224,Cruz Azul,male,FALSE,NA,,147,Mexico,1.1.0,2,2,136,Clausura - Semi-finals,1001010,Estadio Ciudad de los Deportes,147,Mexico,1719,Víctor Alfonso Cáceres Hernández,147,Mexico,TRUE,2,1,Win
3972127,2025-03-30,01:05:00.000,3,0,NA,FALSE,FALSE,Complete,Normal,available,available,2025-04-11T15:24:31.599695,2025-04-11T15:24:31.599695,13,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1300,Tigres UANL,male,FALSE,NA,,147,Mexico,1.1.0,2,2,44,Clausura,1001010,Estadio Ciudad de los Deportes,147,Mexico,1719,Víctor Alfonso Cáceres Hernández,147,Mexico,TRUE,3,0,Win
3972111,2025-03-09,03:05:00.000,0,0,NA,FALSE,FALSE,Complete,Normal,available,available,2025-03-09T15:26:56.555752,2025-03-09T15:26:56.555752,11,73,Mexico,Liga MX,317,2024/2025,1297,Guadalajara,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,44,Clausura,4838,Estadio Akron,147,Mexico,1106,Adonai Escobedo González,147,Mexico,FALSE,0,0,Draw
3939867,2024-09-01,03:10:00.000,4,1,NA,FALSE,FALSE,Complete,Normal,available,available,2024-09-24T05:21:59.575672,2024-09-24T05:21:59.575672,6,73,Mexico,Liga MX,317,2024/2025,1224,Cruz Azul,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,42,Apertura,1001010,Estadio Ciudad de los Deportes,147,Mexico,740,César Arturo Ramos Palazuelos,147,Mexico,FALSE,1,4,Loss
3972043,2025-01-29,01:00:00.000,3,0,NA,FALSE,FALSE,Complete,Normal,available,available,2025-01-29T13:55:22.922153,2025-01-29T13:55:22.922153,4,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1287,Atlético San Luis,male,FALSE,NA,,147,Mexico,1.1.0,2,2,44,Clausura,1001010,Estadio Ciudad de los Deportes,147,Mexico,1002538,Jorge Abraham Camacho Peregrina,147,Mexico,TRUE,3,0,Win
3939848,2024-07-21,03:10:00.000,1,2,NA,FALSE,FALSE,Complete,Normal,available,available,2024-07-27T15:11:05.854368,2024-07-27T15:11:05.854368,4,73,Mexico,Liga MX,317,2024/2025,1291,Juárez,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,42,Apertura,4884,Estadio Olímpico Benito Juárez (Ciudad Juárez),147,Mexico,1005472,Maximiliano Quintero Hernández,147,Mexico,FALSE,2,1,Win
3939876,2024-09-15,00:30:00.000,1,0,NA,FALSE,FALSE,Complete,Normal,available,available,2024-09-15T12:52:20.302645,2024-09-15T12:52:20.302645,7,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1297,Guadalajara,male,FALSE,NA,,147,Mexico,1.1.0,2,2,42,Apertura,1001010,Estadio Ciudad de los Deportes,147,Mexico,1719,Víctor Alfonso Cáceres Hernández,147,Mexico,TRUE,1,0,Win
3972118,2025-03-16,03:05:00.000,1,3,NA,FALSE,FALSE,Complete,Normal,available,available,2025-03-22T23:37:41.915704,2025-03-22T23:37:41.915704,12,73,Mexico,Liga MX,317,2024/2025,1296,Atlas,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,44,Clausura,4828,Estadio Jalisco,147,Mexico,1020,Óscar Mejía García,147,Mexico,FALSE,3,1,Win
3939911,2024-10-06,03:00:00.000,1,1,NA,FALSE,FALSE,Complete,Normal,available,available,2025-01-06T12:00:56.113036,2025-01-06T12:00:56.113036,11,73,Mexico,Liga MX,317,2024/2025,1302,León,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,42,Apertura,4830,Estadio León,147,Mexico,740,César Arturo Ramos Palazuelos,147,Mexico,FALSE,1,1,Draw
3939923,2024-10-20,01:05:00.000,3,0,NA,FALSE,FALSE,Complete,Normal,available,available,2024-10-27T09:45:49.159444,2024-10-27T09:45:49.159444,12,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1299,Santos Laguna,male,FALSE,NA,,147,Mexico,1.1.0,2,2,42,Apertura,1001010,Estadio Ciudad de los Deportes,147,Mexico,1005264,Jesus Rafael Lopez Valle,147,Mexico,TRUE,3,0,Win
3972062,2025-02-08,03:00:00.000,1,2,NA,FALSE,FALSE,Complete,Normal,available,available,2025-02-08T15:25:51.561322,2025-02-08T15:25:51.561322,6,73,Mexico,Liga MX,317,2024/2025,1226,Puebla,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,44,Clausura,4642,Estadio Cuauhtémoc,147,Mexico,1003018,Ismael Rosario Lopez Peñuelas,147,Mexico,FALSE,2,1,Win
3939933,2024-10-24,03:05:00.000,2,2,NA,FALSE,FALSE,Complete,Normal,available,available,2024-10-24T17:05:40.352054,2024-10-24T17:05:40.352054,13,73,Mexico,Liga MX,317,2024/2025,1311,Tijuana,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,42,Apertura,4834,Estadio Caliente,147,Mexico,1134,Fernando Hernández Gómez,147,Mexico,FALSE,2,2,Draw
3972016,2025-01-11,01:00:00.000,0,1,NA,FALSE,FALSE,Complete,Normal,available,available,2025-01-15T04:14:37.770825,2025-01-15T04:14:37.770825,1,73,Mexico,Liga MX,317,2024/2025,1228,Querétaro,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,44,Clausura,4645,Estadio La Corregidora,147,Mexico,1005264,Jesus Rafael Lopez Valle,147,Mexico,FALSE,1,0,Win
3994837,2025-05-16,02:00:00.000,1,0,NA,FALSE,FALSE,Complete,Normal,available,available,2025-06-05T11:13:21.407353,2025-06-05T11:13:21.407353,21,73,Mexico,Liga MX,317,2024/2025,1224,Cruz Azul,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,136,Clausura - Semi-finals,4833,Estadio Olímpico de Universitario (Ciudad de México),147,Mexico,1017,Luis Enrique Santander Aguirre,147,Mexico,FALSE,0,1,Loss
3939941,2024-10-28,02:05:00.000,2,1,NA,FALSE,FALSE,Complete,Normal,available,available,2024-10-28T15:22:50.695776,2024-10-28T15:22:50.695776,14,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1222,Monterrey,male,FALSE,NA,,147,Mexico,1.1.0,2,2,42,Apertura,1001010,Estadio Ciudad de los Deportes,147,Mexico,1001002,Daniel Quintero Huittrón,147,Mexico,TRUE,2,1,Win
3993383,2025-05-11,03:10:00.000,2,0,NA,FALSE,FALSE,Complete,Normal,available,available,2025-05-22T06:23:02.372717,2025-05-22T06:23:02.372717,20,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1298,Pachuca,male,FALSE,NA,,147,Mexico,1.1.0,2,2,11,Quarter-finals,1001010,Estadio Ciudad de los Deportes,147,Mexico,1001002,Daniel Quintero Huittrón,147,Mexico,TRUE,2,0,Win
3939825,2024-07-13,01:00:00.000,3,1,NA,FALSE,FALSE,Complete,Normal,available,available,2024-07-17T02:00:15.132978,2024-07-17T02:00:15.132978,2,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1228,Querétaro,male,FALSE,NA,,147,Mexico,1.1.0,2,2,42,Apertura,1001010,Estadio Ciudad de los Deportes,147,Mexico,1746,Katia Itzel García,147,Mexico,TRUE,3,1,Win
3993382,2025-05-08,03:10:00.000,0,0,NA,FALSE,FALSE,Complete,Normal,available,available,2025-05-16T00:43:01.119553,2025-05-16T00:43:01.119553,19,73,Mexico,Liga MX,317,2024/2025,1298,Pachuca,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,11,Quarter-finals,4764,Estadio Hidalgo,147,Mexico,1005264,Jesus Rafael Lopez Valle,147,Mexico,FALSE,0,0,Draw
3972162,2025-04-19,23:00:00.000,5,0,NA,FALSE,FALSE,Complete,Normal,available,available,2025-04-20T13:54:04.712716,2025-04-20T13:54:04.712716,17,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,2773,Mazatlán,male,FALSE,NA,,147,Mexico,1.1.0,2,2,44,Clausura,1001010,Estadio Ciudad de los Deportes,147,Mexico,1746,Katia Itzel García,147,Mexico,TRUE,5,0,Win
3939905,2024-09-30,00:00:00.000,0,1,NA,FALSE,FALSE,Complete,Normal,available,available,2024-10-04T01:49:41.139862,2024-10-04T01:49:41.139862,10,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1301,Pumas UNAM,male,FALSE,NA,,147,Mexico,1.1.0,2,2,42,Apertura,1001010,Estadio Ciudad de los Deportes,147,Mexico,1134,Fernando Hernández Gómez,147,Mexico,TRUE,0,1,Loss
3972080,2025-02-20,01:00:00.000,1,1,NA,FALSE,FALSE,Complete,Normal,available,available,2025-03-03T15:40:04.315541,2025-03-03T15:40:04.315541,9,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1302,León,male,FALSE,NA,,147,Mexico,1.1.0,2,2,44,Clausura,1001010,Estadio Ciudad de los Deportes,147,Mexico,740,César Arturo Ramos Palazuelos,147,Mexico,TRUE,1,1,Draw
3970307,2024-12-06,02:00:00.000,0,0,NA,FALSE,FALSE,Complete,Normal,available,available,2024-12-28T21:25:29.976608,2024-12-28T21:25:29.976608,22,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1224,Cruz Azul,male,FALSE,NA,,147,Mexico,1.1.0,2,2,45,Apertura - Semi-finals,1001010,Estadio Ciudad de los Deportes,147,Mexico,1020,Óscar Mejía García,147,Mexico,TRUE,0,0,Draw
3995374,2025-05-26,01:00:00.000,2,0,NA,FALSE,FALSE,Complete,Normal,available,available,2025-06-19T02:35:10.157305,2025-06-19T02:35:10.157305,24,73,Mexico,Liga MX,317,2024/2025,1227,Toluca,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,131,Clausura - Final,4819,Estadio Nemesio Díez,147,Mexico,740,César Arturo Ramos Palazuelos,147,Mexico,FALSE,0,2,Loss
3939841,2024-07-18,03:00:00.000,1,0,NA,FALSE,FALSE,Complete,Normal,available,available,2024-07-24T15:16:36.182668,2024-07-24T15:16:36.182668,3,73,Mexico,Liga MX,317,2024/2025,1300,Tigres UANL,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,42,Apertura,4829,Estadio Universitario de Nuevo León,147,Mexico,1257,Fernando Guerrero Ramírez,147,Mexico,FALSE,0,1,Loss
3939859,2024-08-25,03:05:00.000,0,1,NA,FALSE,FALSE,Complete,Normal,available,available,2024-09-08T16:36:03.027909,2024-09-08T16:36:03.027909,5,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1226,Puebla,male,FALSE,NA,,147,Mexico,1.1.0,2,2,42,Apertura,1001010,Estadio Ciudad de los Deportes,147,Mexico,1017,Luis Enrique Santander Aguirre,147,Mexico,TRUE,0,1,Loss
3970308,2024-12-09,01:00:00.000,3,4,NA,FALSE,FALSE,Complete,Normal,available,available,2025-04-13T19:09:53.379707,2025-04-13T19:09:53.379707,23,73,Mexico,Liga MX,317,2024/2025,1224,Cruz Azul,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,45,Apertura - Semi-finals,1001010,Estadio Ciudad de los Deportes,147,Mexico,1106,Adonai Escobedo González,147,Mexico,FALSE,4,3,Win
3939959,2024-11-07,01:00:00.000,2,1,NA,FALSE,FALSE,Complete,Normal,available,available,2024-11-18T06:31:06.074147,2024-11-18T06:31:06.074147,16,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1298,Pachuca,male,FALSE,NA,,147,Mexico,1.1.0,2,2,42,Apertura,4642,Estadio Cuauhtémoc,147,Mexico,1257,Fernando Guerrero Ramírez,147,Mexico,TRUE,2,1,Win
3972136,2025-04-05,23:00:00.000,1,0,NA,FALSE,FALSE,Complete,Normal,available,available,2025-04-14T16:37:25.790097,2025-04-14T16:37:25.790097,14,73,Mexico,Liga MX,317,2024/2025,1298,Pachuca,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,44,Clausura,4764,Estadio Hidalgo,147,Mexico,1134,Fernando Hernández Gómez,147,Mexico,FALSE,0,1,Loss
3972023,2025-01-17,02:10:00.000,1,1,NA,FALSE,FALSE,Complete,Normal,available,available,2025-01-30T02:14:39.324419,2025-01-30T02:14:39.324419,2,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1311,Tijuana,male,FALSE,NA,,147,Mexico,1.1.0,2,2,44,Clausura,1001010,Estadio Ciudad de los Deportes,147,Mexico,1746,Katia Itzel García,147,Mexico,TRUE,1,1,Draw
3969395,2024-11-30,23:00:00.000,0,2,NA,FALSE,FALSE,Complete,Normal,available,available,2025-01-18T00:19:36.499267,2025-01-18T00:19:36.499267,21,73,Mexico,Liga MX,317,2024/2025,1227,Toluca,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,47,Apertura - Quarter-finals,4819,Estadio Nemesio Díez,147,Mexico,740,César Arturo Ramos Palazuelos,147,Mexico,FALSE,2,0,Win
3972155,2025-04-17,01:00:00.000,1,0,NA,FALSE,FALSE,Complete,Normal,available,available,2025-04-18T00:52:48.486631,2025-04-18T00:52:48.486631,16,73,Mexico,Liga MX,317,2024/2025,1222,Monterrey,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,44,Clausura,4643,Estadio BBVA,147,Mexico,1001002,Daniel Quintero Huittrón,147,Mexico,FALSE,0,1,Loss
3939915,2024-11-10,01:00:00.000,4,0,NA,FALSE,FALSE,Complete,Normal,available,available,2024-11-20T20:58:26.620867,2024-11-20T20:58:26.620867,17,73,Mexico,Liga MX,317,2024/2025,1227,Toluca,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,42,Apertura,4819,Estadio Nemesio Díez,147,Mexico,1719,Víctor Alfonso Cáceres Hernández,147,Mexico,FALSE,0,4,Loss
3995373,2025-05-23,02:00:00.000,0,0,NA,FALSE,FALSE,Complete,Normal,available,available,2025-05-31T11:38:41.532973,2025-05-31T11:38:41.532973,23,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1227,Toluca,male,FALSE,NA,,147,Mexico,1.1.0,2,2,131,Clausura - Final,1001010,Estadio Ciudad de los Deportes,147,Mexico,1001002,Daniel Quintero Huittrón,147,Mexico,TRUE,0,0,Draw
3972039,2025-01-26,01:05:00.000,1,4,NA,FALSE,FALSE,Complete,Normal,available,available,2025-01-26T17:43:25.290717,2025-01-26T17:43:25.290717,3,73,Mexico,Liga MX,317,2024/2025,1299,Santos Laguna,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,44,Clausura,4752,Estadio Nuevo Corona,147,Mexico,1134,Fernando Hernández Gómez,147,Mexico,FALSE,4,1,Win
3939943,2024-11-02,03:00:00.000,0,5,NA,FALSE,FALSE,Complete,Normal,available,available,2024-11-02T13:10:37.889966,2024-11-02T13:10:37.889966,15,73,Mexico,Liga MX,317,2024/2025,2773,Mazatlán,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,42,Apertura,115917,Estadio El Encanto,147,Mexico,1106,Adonai Escobedo González,147,Mexico,FALSE,5,0,Win
3972074,2025-02-15,03:00:00.000,2,3,NA,FALSE,FALSE,Complete,Normal,available,available,2025-02-15T17:45:40.669276,2025-02-15T17:45:40.669276,7,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1221,Necaxa,male,FALSE,NA,,147,Mexico,1.1.0,2,2,44,Clausura,1001010,Estadio Ciudad de los Deportes,147,Mexico,1020,Óscar Mejía García,147,Mexico,TRUE,2,3,Loss
3971432,2024-12-13,02:00:00.000,2,1,NA,FALSE,FALSE,Complete,Normal,available,available,2024-12-27T02:55:04.647833,2024-12-27T02:55:04.647833,24,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1222,Monterrey,male,FALSE,NA,,147,Mexico,1.1.0,2,2,43,Finals,4642,Estadio Cuauhtémoc,147,Mexico,1719,Víctor Alfonso Cáceres Hernández,147,Mexico,TRUE,2,1,Win
3968407,2024-11-22,03:00:00.000,2,2,NA,FALSE,FALSE,Complete,Normal,available,available,2024-12-04T13:23:36.900287,2024-12-04T13:23:36.900287,18,73,Mexico,Liga MX,317,2024/2025,1311,Tijuana,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,158,Play-offs - Semi-Finals,4834,Estadio Caliente,147,Mexico,1106,Adonai Escobedo González,147,Mexico,FALSE,2,2,Draw
3972100,2025-03-01,23:00:00.000,3,0,NA,FALSE,FALSE,Complete,Normal,available,available,2025-03-06T18:19:38.492784,2025-03-06T18:19:38.492784,10,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1227,Toluca,male,FALSE,NA,,147,Mexico,1.1.0,2,2,44,Clausura,1001010,Estadio Ciudad de los Deportes,147,Mexico,1005264,Jesus Rafael Lopez Valle,147,Mexico,TRUE,3,0,Win
3939819,2024-07-06,23:00:00.000,2,1,NA,FALSE,FALSE,Complete,Normal,available,available,2024-07-09T06:18:19.255996,2024-07-09T06:18:19.255996,1,73,Mexico,Liga MX,317,2024/2025,1287,Atlético San Luis,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,42,Apertura,4765,Estadio Alfonso Lastras Ramírez (San Luis Potosí),147,Mexico,1005576,Iván Antonio López Sánchez,147,Mexico,FALSE,1,2,Loss
3972087,2025-02-23,03:05:00.000,0,2,NA,FALSE,FALSE,Complete,Normal,available,available,2025-02-23T15:21:42.950181,2025-02-23T15:21:42.950181,8,73,Mexico,Liga MX,317,2024/2025,1301,Pumas UNAM,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,44,Clausura,4833,Estadio Olímpico de Universitario (Ciudad de México),147,Mexico,1134,Fernando Hernández Gómez,147,Mexico,FALSE,2,0,Win
3969391,2024-11-28,01:00:00.000,2,0,NA,FALSE,FALSE,Complete,Normal,available,available,2024-12-19T14:08:39.930158,2024-12-19T14:08:39.930158,20,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1227,Toluca,male,FALSE,NA,,147,Mexico,1.1.0,2,2,47,Apertura - Quarter-finals,1001010,Estadio Ciudad de los Deportes,147,Mexico,1020,Óscar Mejía García,147,Mexico,TRUE,2,0,Win
3939892,2024-09-22,01:00:00.000,1,1,NA,FALSE,FALSE,Complete,Normal,available,available,2024-11-02T14:55:59.382543,2024-11-02T14:55:59.382543,9,73,Mexico,Liga MX,317,2024/2025,1221,Necaxa,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,42,Apertura,4644,Estadio Victoria de Aguascalientes,147,Mexico,1020,Óscar Mejía García,147,Mexico,FALSE,1,1,Draw
3972145,2025-04-13,03:15:00.000,0,0,NA,FALSE,FALSE,Complete,Normal,available,available,2025-05-04T03:31:53.784605,2025-05-04T03:31:53.784605,15,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1224,Cruz Azul,male,FALSE,NA,,147,Mexico,1.1.0,2,2,44,Clausura,1001010,Estadio Ciudad de los Deportes,147,Mexico,740,César Arturo Ramos Palazuelos,147,Mexico,TRUE,0,0,Draw
3972053,2025-02-01,23:00:00.000,4,0,NA,FALSE,FALSE,Complete,Normal,available,available,2025-02-02T10:43:06.044523,2025-02-02T10:43:06.044523,5,73,Mexico,Liga MX,317,2024/2025,1229,América,male,FALSE,NA,,147,Mexico,1291,Juárez,male,FALSE,NA,,147,Mexico,1.1.0,2,2,44,Clausura,1001010,Estadio Ciudad de los Deportes,147,Mexico,740,César Arturo Ramos Palazuelos,147,Mexico,TRUE,4,0,Win
3971433,2024-12-16,01:00:00.000,1,1,NA,FALSE,FALSE,Complete,Normal,available,available,2024-12-25T15:07:32.762861,2024-12-25T15:07:32.762861,25,73,Mexico,Liga MX,317,2024/2025,1222,Monterrey,male,FALSE,NA,,147,Mexico,1229,América,male,FALSE,NA,,147,Mexico,1.1.0,2,2,43,Finals,4643,Estadio BBVA,147,Mexico,740,César Arturo Ramos Palazuelos,147,Mexico,FALSE,1,1,Draw
